country;date;total
Germany;05/08/2021;947589230
Germany;06/08/2021;952003840
Germany;07/08/2021;953858210
Germany;08/08/2021;955020860
Germany;09/08/2021;957969140
Germany;10/08/2021;962272230
Germany;11/08/2021;967698960
Germany;12/08/2021;972423630
Germany;13/08/2021;976658300
Germany;14/08/2021;978614680
Germany;15/08/2021;979797480
Germany;16/08/2021;982450830
Germany;17/08/2021;986063430
Germany;18/08/2021;990282880
Germany;19/08/2021;993622000
Germany;20/08/2021;997036980
Germany;21/08/2021;998594940
Germany;22/08/2021;999533300
Germany;23/08/2021;1001856640
Germany;24/08/2021;1004826370
Germany;25/08/2021;1008237260
Germany;26/08/2021;1011232750
Germany;27/08/2021;1013750910
Germany;28/08/2021;1015116760
Germany;29/08/2021;1015966230
Germany;30/08/2021;1017880750
Germany;31/08/2021;1020301440
Germany;01/09/2021;1023184020
Germany;02/09/2021;1025745520
Germany;03/09/2021;1028160500
Germany;04/09/2021;1029230760
Germany;05/09/2021;1029873850
Germany;06/09/2021;1031409170
Germany;07/09/2021;1033624560
Germany;08/09/2021;1036207520
Germany;09/09/2021;1038734730
Germany;10/09/2021;1040975970
Germany;11/09/2021;1042037680
Germany;12/09/2021;1042667300
Germany;13/09/2021;1043886840
Germany;14/09/2021;1045928130
India;15/01/2021;0
India;16/01/2021;1911810
India;17/01/2021;2243010
India;18/01/2021;4540490
India;19/01/2021;6748350
India;20/01/2021;8064840
India;21/01/2021;10435340
India;22/01/2021;13905920
India;23/01/2021;15822010
India;24/01/2021;16155040
India;25/01/2021;20238090
India;26/01/2021;20294800
India;27/01/2021;23559790
India;28/01/2021;29280530
India;29/01/2021;35000270
India;30/01/2021;37443340
India;31/01/2021;37588430
India;01/02/2021;39501560
India;02/02/2021;41389180
India;03/02/2021;44495520
India;04/02/2021;49594450
India;05/02/2021;54168490
India;06/02/2021;57753220
India;07/02/2021;58123620
India;08/02/2021;62590080
India;09/02/2021;66115610
India;10/02/2021;70171140
India;11/02/2021;75050100
India;12/02/2021;79676470
India;13/02/2021;80524540
India;15/02/2021;85167710
India;16/02/2021;88573410
India;17/02/2021;91867570
India;18/02/2021;98465230
India;19/02/2021;104499420
India;20/02/2021;108383230
India;21/02/2021;110851730
India;22/02/2021;114240940
India;23/02/2021;119073920
India;24/02/2021;123666330
India;25/02/2021;130670470
India;26/02/2021;137569400
India;27/02/2021;142425470
India;28/02/2021;143012660
India;01/03/2021;148541360
India;02/03/2021;156207490
India;03/03/2021;166160480
India;04/03/2021;180055030
India;05/03/2021;194977040
India;06/03/2021;209223440
India;07/03/2021;209890100
India;08/03/2021;230087330
India;09/03/2021;243679060
India;10/03/2021;256850110
India;11/03/2021;261649200
India;12/03/2021;282184570
India;13/03/2021;297384090
India;14/03/2021;299080380
India;15/03/2021;329474320
India;16/03/2021;350645360
India;17/03/2021;371432550
India;18/03/2021;393398170
India;19/03/2021;420633920
India;20/03/2021;446038410
India;21/03/2021;450659980
India;22/03/2021;484945940
India;23/03/2021;508412860
India;24/03/2021;531457090
India;25/03/2021;555044400
India;26/03/2021;581097730
India;27/03/2021;602697820
India;28/03/2021;605304350
India;29/03/2021;611133540
India;30/03/2021;630543530
India;31/03/2021;651178960
India;01/04/2021;687891380
India;02/04/2021;730542950
India;03/04/2021;759796510
India;04/04/2021;791051630
India;05/04/2021;831109260
India;06/04/2021;870774740
India;07/04/2021;901986730
India;08/04/2021;943342620
India;09/04/2021;980751600
India;10/04/2021;1015951470
India;11/04/2021;1045285650
India;12/04/2021;1085330850
India;13/04/2021;1111795780
India;14/04/2021;1144932380
India;15/04/2021;1172235090
India;16/04/2021;1199376410
India;17/04/2021;1226225900
India;18/04/2021;1238525660
India;19/04/2021;1271291130
India;21/04/2021;1296461050
India;22/04/2021;1327546080
India;25/04/2021;1391851730
India;26/04/2021;1425249470
India;27/04/2021;1448792330
India;28/04/2021;1470533920
India;29/04/2021;1492687720
India;30/04/2021;1519981070
India;01/05/2021;1536263250
India;02/05/2021;1542115110
India;03/05/2021;1560821360
India;04/05/2021;1577507520
India;05/05/2021;1599312380
India;06/05/2021;1626036030
India;07/05/2021;1651900000
India;08/05/2021;1674938570
India;09/05/2021;1683048680
India;10/05/2021;1710989180
India;11/05/2021;1738626430
India;12/05/2021;1760455770
India;13/05/2021;1783618460
India;14/05/2021;1796464130
India;15/05/2021;1815445360
India;16/05/2021;1822510060
India;17/05/2021;1838172040
India;18/05/2021;1851916020
India;19/05/2021;1864106000
India;20/05/2021;1878868850
India;22/05/2021;1908424970
India;23/05/2021;1917192400
India;24/05/2021;1941657110
India;25/05/2021;1955067790
India;26/05/2021;1984256150
India;27/05/2021;2012031660
India;28/05/2021;2031668020
India;29/05/2021;2070889530
India;30/05/2021;2086651230
India;31/05/2021;2104498950
India;01/06/2021;2131357380
India;02/06/2021;2156781660
India;03/06/2021;2183443840
India;04/06/2021;2236077680
India;05/06/2021;2255711440
India;06/06/2021;2280410450
India;07/06/2021;2304906520
India;08/06/2021;2336809290
India;09/06/2021;2368565050
India;10/06/2021;2402819030
India;11/06/2021;2437032420
India;12/06/2021;2461880670
India;13/06/2021;2494304160
India;14/06/2021;2527603640
India;15/06/2021;2553053660
India;16/06/2021;2583259000
India;17/06/2021;2629702500
India;18/06/2021;2663559400
India;19/06/2021;2709083120
India;20/06/2021;2742865990
India;21/06/2021;2833139420
India;22/06/2021;2898554560
India;23/06/2021;2933703380
India;24/06/2021;3000540270
India;25/06/2021;3066615280
India;26/06/2021;3148413840
India;27/06/2021;3180304120
India;28/06/2021;3214235780
India;29/06/2021;3274239130
India;30/06/2021;3291581390
India;01/07/2021;3347416490
India;02/07/2021;3356717940
India;03/07/2021;3443005900
India;04/07/2021;3473785500
India;05/07/2021;3512294970
India;06/07/2021;3543076460
India;07/07/2021;3580707630
India;08/07/2021;3689912220
India;10/07/2021;3760325860
India;11/07/2021;3773525010
India;12/07/2021;3814676460
India;13/07/2021;3876979350
India;14/07/2021;3913404910
India;15/07/2021;3953437670
India;16/07/2021;3996958790
India;17/07/2021;4049317150
India;19/07/2021;4118464010
India;20/07/2021;4154724550
India;21/07/2021;4178511510
India;22/07/2021;4234170300
India;23/07/2021;4278822610
India;24/07/2021;4331508640
India;25/07/2021;4351960010
India;26/07/2021;4419123950
India;27/07/2021;4461566590
India;28/07/2021;4507062570
India;29/07/2021;4560337540
India;30/07/2021;4615184790
India;01/08/2021;4722236390
India;03/08/2021;4852865700
India;04/08/2021;4893422950
India;05/08/2021;4953275950
India;06/08/2021;5010096090
India;07/08/2021;5068104920
India;08/08/2021;5086647590
India;09/08/2021;5145002680
India;10/08/2021;5190805240
India;11/08/2021;5236710190
India;13/08/2021;5361899030
India;14/08/2021;5438462900
India;16/08/2021;5505200380
India;17/08/2021;5565203160
India;18/08/2021;5621515150
India;19/08/2021;5665957080
India;20/08/2021;5732054640
India;21/08/2021;5763658200
India;22/08/2021;5807718240
India;23/08/2021;5822392300
India;24/08/2021;5887315040
India;25/08/2021;5979232380
India;26/08/2021;6043912110
India;27/08/2021;6155405270
India;28/08/2021;6258647660
India;29/08/2021;6325878510
India;30/08/2021;6393056110
India;31/08/2021;6447992250
India;01/09/2021;6615769160
India;02/09/2021;6697756270
India;03/09/2021;6756549350
India;04/09/2021;6777449690
India;05/09/2021;6845155130
India;06/09/2021;6884535630
India;07/09/2021;6996684040
India;08/09/2021;7105508100
India;09/09/2021;7209102390
India;10/09/2021;7241147310
India;11/09/2021;7334289720
India;12/09/2021;7402781360
India;13/09/2021;7502845690
India;14/09/2021;7527140690
United Kingdom;13/12/2020;864650
United Kingdom;20/12/2020;6752860
United Kingdom;27/12/2020;10050730
United Kingdom;03/01/2021;13804300
United Kingdom;10/01/2021;26779710
United Kingdom;11/01/2021;28438150
United Kingdom;12/01/2021;30675410
United Kingdom;13/01/2021;33562290
United Kingdom;14/01/2021;36781800
United Kingdom;15/01/2021;40237050
United Kingdom;16/01/2021;43224560
United Kingdom;17/01/2021;45148020
United Kingdom;18/01/2021;47234430
United Kingdom;19/01/2021;50703650
United Kingdom;20/01/2021;54372840
United Kingdom;21/01/2021;58498990
United Kingdom;22/01/2021;63299680
United Kingdom;23/01/2021;68229810
United Kingdom;24/01/2021;70440480
United Kingdom;25/01/2021;73257730
United Kingdom;26/01/2021;76385430
United Kingdom;27/01/2021;79532500
United Kingdom;28/01/2021;83694380
United Kingdom;29/01/2021;88593720
United Kingdom;30/01/2021;94683820
United Kingdom;31/01/2021;97905760
United Kingdom;01/02/2021;101435110
United Kingdom;02/02/2021;105204330
United Kingdom;03/02/2021;109924440
United Kingdom;04/02/2021;114770400
United Kingdom;05/02/2021;119752670
United Kingdom;06/02/2021;125267370
United Kingdom;07/02/2021;128065870
United Kingdom;08/02/2021;131628780
United Kingdom;09/02/2021;135778510
United Kingdom;10/02/2021;140335550
United Kingdom;11/02/2021;145423180
United Kingdom;12/02/2021;150916960
United Kingdom;13/02/2021;155999040
United Kingdom;14/02/2021;158397810
United Kingdom;15/02/2021;161222720
United Kingdom;16/02/2021;164995490
United Kingdom;17/02/2021;169968060
United Kingdom;18/02/2021;174651270
United Kingdom;19/02/2021;178523270
United Kingdom;20/02/2021;181972690
United Kingdom;21/02/2021;183481650
United Kingdom;22/02/2021;185589690
United Kingdom;23/02/2021;189119780
United Kingdom;24/02/2021;193925530
United Kingdom;25/02/2021;199135920
United Kingdom;26/02/2021;204508580
United Kingdom;27/02/2021;208856830
United Kingdom;28/02/2021;210912670
United Kingdom;01/03/2021;213227170
United Kingdom;02/03/2021;215990270
United Kingdom;03/03/2021;219464330
United Kingdom;04/03/2021;223928830
United Kingdom;05/03/2021;228871180
United Kingdom;06/03/2021;233355140
United Kingdom;07/03/2021;235198980
United Kingdom;08/03/2021;237739590
United Kingdom;09/03/2021;240641820
United Kingdom;10/03/2021;244052310
United Kingdom;11/03/2021;247596030
United Kingdom;12/03/2021;252168570
United Kingdom;13/03/2021;257811200
United Kingdom;14/03/2021;260635010
United Kingdom;15/03/2021;265035520
United Kingdom;16/03/2021;270326710
United Kingdom;17/03/2021;276145260
United Kingdom;18/03/2021;282748020
United Kingdom;19/03/2021;290154570
United Kingdom;20/03/2021;298597420
United Kingdom;21/03/2021;302793600
United Kingdom;22/03/2021;306915570
United Kingdom;23/03/2021;311863620
United Kingdom;24/03/2021;317666690
United Kingdom;25/03/2021;323259930
United Kingdom;26/03/2021;330209520
United Kingdom;27/03/2021;336841140
United Kingdom;28/03/2021;341252560
United Kingdom;29/03/2021;345302950
United Kingdom;30/03/2021;350338940
United Kingdom;31/03/2021;356609020
United Kingdom;01/04/2021;362771360
United Kingdom;02/04/2021;366311870
United Kingdom;03/04/2021;369179860
United Kingdom;04/04/2021;370137490
United Kingdom;05/04/2021;371190830
United Kingdom;06/04/2021;373911030
United Kingdom;07/04/2021;378990290
United Kingdom;08/04/2021;384445400
United Kingdom;09/04/2021;390015540
United Kingdom;10/04/2021;395878930
United Kingdom;11/04/2021;398467810
United Kingdom;12/04/2021;401078770
United Kingdom;13/04/2021;404966850
United Kingdom;14/04/2021;409583030
United Kingdom;15/04/2021;415057680
United Kingdom;16/04/2021;421409890
United Kingdom;17/04/2021;427800690
United Kingdom;18/04/2021;430844870
United Kingdom;19/04/2021;434579100
United Kingdom;20/04/2021;439155590
United Kingdom;21/04/2021;444502520
United Kingdom;22/04/2021;450123080
United Kingdom;23/04/2021;456131090
United Kingdom;24/04/2021;463095120
United Kingdom;25/04/2021;466500080
United Kingdom;26/04/2021;470453910
United Kingdom;27/04/2021;475409840
United Kingdom;28/04/2021;481380090
United Kingdom;29/04/2021;487521440
United Kingdom;30/04/2021;493195180
United Kingdom;01/05/2021;498349970
United Kingdom;02/05/2021;500978120
United Kingdom;03/05/2021;502979110
United Kingdom;04/05/2021;506825670
United Kingdom;05/05/2021;512258900
United Kingdom;06/05/2021;518343610
United Kingdom;07/05/2021;524331840
United Kingdom;08/05/2021;530410480
United Kingdom;09/05/2021;533288450
United Kingdom;10/05/2021;536757330
United Kingdom;11/05/2021;541609930
United Kingdom;12/05/2021;547976400
United Kingdom;13/05/2021;554349650
United Kingdom;14/05/2021;560484350
United Kingdom;15/05/2021;566770120
United Kingdom;16/05/2021;569920750
United Kingdom;17/05/2021;573578570
United Kingdom;18/05/2021;578559580
United Kingdom;19/05/2021;584898340
United Kingdom;20/05/2021;591783970
United Kingdom;21/05/2021;598247370
United Kingdom;22/05/2021;605870980
United Kingdom;23/05/2021;609655940
United Kingdom;24/05/2021;614209280
United Kingdom;25/05/2021;619950620
United Kingdom;26/05/2021;626586390
United Kingdom;27/05/2021;633492520
United Kingdom;28/05/2021;639896450
United Kingdom;29/05/2021;645920190
United Kingdom;30/05/2021;649232280
United Kingdom;31/05/2021;652118770
United Kingdom;01/06/2021;656589490
United Kingdom;02/06/2021;661807310
United Kingdom;03/06/2021;667496380
United Kingdom;04/06/2021;673175930
United Kingdom;05/06/2021;679945840
United Kingdom;06/06/2021;683818700
United Kingdom;07/06/2021;688008790
United Kingdom;08/06/2021;692511630
United Kingdom;09/06/2021;697439800
United Kingdom;10/06/2021;702536250
United Kingdom;11/06/2021;707693480
United Kingdom;12/06/2021;713438590
United Kingdom;13/06/2021;716722080
United Kingdom;14/06/2021;720407630
United Kingdom;15/06/2021;724614620
United Kingdom;16/06/2021;728918610
United Kingdom;17/06/2021;733590990
United Kingdom;18/06/2021;737879160
United Kingdom;19/06/2021;743045200
United Kingdom;20/06/2021;745776780
United Kingdom;21/06/2021;746380830
United Kingdom;22/06/2021;751887950
United Kingdom;23/06/2021;755644300
United Kingdom;24/06/2021;759637770
United Kingdom;25/06/2021;763410440
United Kingdom;26/06/2021;767749900
United Kingdom;27/06/2021;770382570
United Kingdom;28/06/2021;773035330
United Kingdom;29/06/2021;775922120
United Kingdom;30/06/2021;779091770
United Kingdom;01/07/2021;782547680
United Kingdom;02/07/2021;785558510
United Kingdom;03/07/2021;788894490
United Kingdom;04/07/2021;790780810
United Kingdom;05/07/2021;793028570
United Kingdom;06/07/2021;795417940
United Kingdom;07/07/2021;798002240
United Kingdom;08/07/2021;800721210
United Kingdom;09/07/2021;803410230
United Kingdom;10/07/2021;806462320
United Kingdom;11/07/2021;807958520
United Kingdom;12/07/2021;809755080
United Kingdom;13/07/2021;811928570
United Kingdom;14/07/2021;814388920
United Kingdom;15/07/2021;817024660
United Kingdom;16/07/2021;819742710
United Kingdom;17/07/2021;822667020
United Kingdom;18/07/2021;824137660
United Kingdom;19/07/2021;825929960
United Kingdom;20/07/2021;827933100
United Kingdom;21/07/2021;830217490
United Kingdom;22/07/2021;832540820
United Kingdom;23/07/2021;834863970
United Kingdom;24/07/2021;837340880
United Kingdom;25/07/2021;838765950
United Kingdom;26/07/2021;840555500
United Kingdom;27/07/2021;842426020
United Kingdom;28/07/2021;844576220
United Kingdom;29/07/2021;846798930
United Kingdom;30/07/2021;848877130
United Kingdom;31/07/2021;851385530
United Kingdom;01/08/2021;852778290
United Kingdom;02/08/2021;854301130
United Kingdom;03/08/2021;856021640
United Kingdom;04/08/2021;858011670
United Kingdom;05/08/2021;860093590
United Kingdom;06/08/2021;862146910
United Kingdom;07/08/2021;864662640
United Kingdom;08/08/2021;866111770
United Kingdom;09/08/2021;867804550
United Kingdom;10/08/2021;869691090
United Kingdom;11/08/2021;871844380
United Kingdom;12/08/2021;874213810
United Kingdom;13/08/2021;876334560
United Kingdom;14/08/2021;878796430
United Kingdom;15/08/2021;880372830
United Kingdom;16/08/2021;882113890
United Kingdom;17/08/2021;884010880
United Kingdom;18/08/2021;886175950
United Kingdom;19/08/2021;888486330
United Kingdom;20/08/2021;890769100
United Kingdom;21/08/2021;893447970
United Kingdom;22/08/2021;895014940
United Kingdom;23/08/2021;896791780
United Kingdom;24/08/2021;898652640
United Kingdom;25/08/2021;900950450
United Kingdom;26/08/2021;902951210
United Kingdom;27/08/2021;904715140
United Kingdom;28/08/2021;906484730
United Kingdom;29/08/2021;907523030
United Kingdom;30/08/2021;908385940
United Kingdom;31/08/2021;909978950
United Kingdom;01/09/2021;911553680
United Kingdom;02/09/2021;913147450
United Kingdom;03/09/2021;914606010
United Kingdom;04/09/2021;916302080
United Kingdom;05/09/2021;917251960
United Kingdom;06/09/2021;918279090
United Kingdom;07/09/2021;919403810
United Kingdom;08/09/2021;920534720
United Kingdom;09/09/2021;921759480
United Kingdom;10/09/2021;922938230
United Kingdom;11/09/2021;924197950
United Kingdom;12/09/2021;924873650
United Kingdom;13/09/2021;925674460
United States;20/12/2020;5562080
United States;21/12/2020;6141170
United States;23/12/2020;10080250
United States;26/12/2020;19445850
United States;28/12/2020;21271430
United States;30/12/2020;27945880
United States;02/01/2021;42257560
United States;04/01/2021;45632600
United States;05/01/2021;48364690
United States;06/01/2021;53067970
United States;07/01/2021;59194180
United States;08/01/2021;66882310
United States;11/01/2021;89873220
United States;12/01/2021;93271380
United States;13/01/2021;102784620
United States;14/01/2021;111489910
United States;15/01/2021;122791800
United States;19/01/2021;157075880
United States;20/01/2021;165252810
United States;21/01/2021;175463740
United States;22/01/2021;191079590
United States;23/01/2021;205379900
United States;24/01/2021;218486550
United States;25/01/2021;227342430
United States;26/01/2021;235409940
United States;27/01/2021;246526340
United States;28/01/2021;261936820
United States;29/01/2021;278846610
United States;30/01/2021;295779020
United States;31/01/2021;311232990
United States;01/02/2021;322224020
United States;02/02/2021;327808600
United States;03/02/2021;338782540
United States;04/02/2021;352037100
United States;05/02/2021;368192120
United States;06/02/2021;390379640
United States;07/02/2021;412109370
United States;08/02/2021;424176170
United States;09/02/2021;432061900
United States;10/02/2021;447699700
United States;11/02/2021;463902700
United States;12/02/2021;484105580
United States;13/02/2021;506418840
United States;14/02/2021;528843560
United States;16/02/2021;552203640
United States;17/02/2021;562818270
United States;18/02/2021;577377670
United States;19/02/2021;595850430
United States;20/02/2021;612895000
United States;21/02/2021;630906340
United States;22/02/2021;641774740
United States;23/02/2021;650320830
United States;24/02/2021;664649470
United States;25/02/2021;682741170
United States;26/02/2021;704540640
United States;27/02/2021;728061800
United States;28/02/2021;752360030
United States;01/03/2021;768999870
United States;02/03/2021;786316010
United States;03/03/2021;805404740
United States;04/03/2021;825728480
United States;05/03/2021;850080940
United States;06/03/2021;879123230
United States;07/03/2021;903517500
United States;08/03/2021;920898520
United States;09/03/2021;936925980
United States;10/03/2021;957212900
United States;11/03/2021;982038930
United States;12/03/2021;1011280050
United States;13/03/2021;1057035010
United States;14/03/2021;1070602740
United States;15/03/2021;1090818600
United States;16/03/2021;1107378560
United States;17/03/2021;1130376270
United States;18/03/2021;1157300080
United States;19/03/2021;1183138180
United States;20/03/2021;1214414970
United States;21/03/2021;1244814120
United States;22/03/2021;1265097360
United States;23/03/2021;1282170290
United States;24/03/2021;1304738530
United States;25/03/2021;1333052950
United States;26/03/2021;1366846880
United States;27/03/2021;1401807350
United States;28/03/2021;1434626910
United States;29/03/2021;1458128350
United States;30/03/2021;1476023450
United States;31/03/2021;1502732920
United States;01/04/2021;1536314040
United States;02/04/2021;1576064630
United States;03/04/2021;1616884220
United States;04/04/2021;1650537460
United States;05/04/2021;1671877950
United States;06/04/2021;1685920750
United States;07/04/2021;1714766550
United States;08/04/2021;1748797160
United States;09/04/2021;1788377810
United States;10/04/2021;1834677090
United States;11/04/2021;1870471310
United States;12/04/2021;1896920450
United States;13/04/2021;1922827810
United States;14/04/2021;1947918360
United States;15/04/2021;1983170400
United States;16/04/2021;2022829230
United States;17/04/2021;2058719130
United States;18/04/2021;2094068140
United States;19/04/2021;2115813090
United States;20/04/2021;2133882380
United States;21/04/2021;2159519090
United States;22/04/2021;2189476430
United States;23/04/2021;2223222300
United States;24/04/2021;2256404600
United States;25/04/2021;2286614080
United States;26/04/2021;2307684540
United States;27/04/2021;2324076690
United States;28/04/2021;2346394140
United States;29/04/2021;2373604930
United States;30/04/2021;2401596770
United States;01/05/2021;2434634710
United States;02/05/2021;2455914690
United States;03/05/2021;2467802030
United States;04/05/2021;2477690490
United States;05/05/2021;2495668200
United States;06/05/2021;2519737520
United States;07/05/2021;2547793330
United States;08/05/2021;2573472050
United States;09/05/2021;2597169890
United States;10/05/2021;2615993810
United States;11/05/2021;2631325610
United States;12/05/2021;2646808440
United States;13/05/2021;2665964860
United States;14/05/2021;2684386660
United States;15/05/2021;2708323420
United States;16/05/2021;2729254110
United States;17/05/2021;2744119010
United States;18/05/2021;2755352070
United States;19/05/2021;2772901730
United States;20/05/2021;2793972500
United States;21/05/2021;2815953510
United States;22/05/2021;2839412230
United States;23/05/2021;2857205860
United States;24/05/2021;2868909000
United States;25/05/2021;2877888720
United States;26/05/2021;2892123040
United States;27/05/2021;2907246070
United States;28/05/2021;2920997780
United States;29/05/2021;2937050500
United States;30/05/2021;2949288500
United States;01/06/2021;2964042400
United States;02/06/2021;2969128920
United States;03/06/2021;2977209280
United States;04/06/2021;2991205220
United States;05/06/2021;3002687300
United States;06/06/2021;3016385780
United States;07/06/2021;3028519170
United States;08/06/2021;3039236670
United States;09/06/2021;3047534760
United States;10/06/2021;3056876180
United States;11/06/2021;3065097950
United States;12/06/2021;3081127280
United States;13/06/2021;3093225450
United States;14/06/2021;3106458270
United States;15/06/2021;3118866740
United States;16/06/2021;3129151700
United States;17/06/2021;3149693860
United States;18/06/2021;3160487760
United States;19/06/2021;3171177970
United States;20/06/2021;3179664080
United States;21/06/2021;3185764410
United States;22/06/2021;3192238440
United States;23/06/2021;3198720530
United States;24/06/2021;3206872050
United States;25/06/2021;3211993790
United States;26/06/2021;3221231030
United States;27/06/2021;3233273280
United States;28/06/2021;3244143710
United States;29/06/2021;3251528470
United States;30/06/2021;3265215260
United States;01/07/2021;3281523040
United States;02/07/2021;3288094700
United States;03/07/2021;3299705510
United States;04/07/2021;3306042530
United States;06/07/2021;3312143470
United States;07/07/2021;3316514640
United States;08/07/2021;3323457970
United States;09/07/2021;3329664090
United States;10/07/2021;3335654040
United States;11/07/2021;3341516480
United States;12/07/2021;3346007700
United States;13/07/2021;3349422360
United States;14/07/2021;3354877790
United States;15/07/2021;3360549530
United States;16/07/2021;3366041580
United States;17/07/2021;3372394480
United States;18/07/2021;3377403580
United States;19/07/2021;3382474340
United States;20/07/2021;3384913740
United States;21/07/2021;3391028670
United States;22/07/2021;3397637650
United States;23/07/2021;3403639220
United States;24/07/2021;3410399720
United States;25/07/2021;3418189680
United States;26/07/2021;3422120510
United States;27/07/2021;3426075400
United States;28/07/2021;3433615240
United States;29/07/2021;3440715950
United States;30/07/2021;3449285140
United States;31/07/2021;3456404660
United States;01/08/2021;3464566690
United States;02/08/2021;3469243450
United States;03/08/2021;3473771490
United States;04/08/2021;3481024780
United States;05/08/2021;3489664190
United States;06/08/2021;3497874790
United States;07/08/2021;3506271880
United States;08/08/2021;3514009300
United States;09/08/2021;3519331750
United States;10/08/2021;3525509440
United States;11/08/2021;3532055440
United States;12/08/2021;3538598940
United States;13/08/2021;3547779500
United States;14/08/2021;3557688250
United States;15/08/2021;3564336650
United States;16/08/2021;3572920570
United States;17/08/2021;3578949950
United States;18/08/2021;3585998350
United States;19/08/2021;3596233800
United States;20/08/2021;3606342870
United States;21/08/2021;3616845640
United States;22/08/2021;3626577710
United States;23/08/2021;3632677890
United States;24/08/2021;3639157920
United States;25/08/2021;3648427010
United States;26/08/2021;3657676740
United States;27/08/2021;3668384840
United States;28/08/2021;3679118700
United States;29/08/2021;3688637340
United States;30/08/2021;3695569110
United States;31/08/2021;3702120270
United States;01/09/2021;3712801290
United States;02/09/2021;3721166170
United States;03/09/2021;3735168090
United States;04/09/2021;3744889240
United States;07/09/2021;3759953780
United States;08/09/2021;3769551320
United States;09/09/2021;3776220650
United States;10/09/2021;3785697170
United States;11/09/2021;3794722200
United States;12/09/2021;3802419030
United States;13/09/2021;3808317250
United States;14/09/2021;3814532650
